Country Name,Year,Agricultural land (% of land area),Forest area (% of land area),Wheat Yield (tonnes/km2),Latitude,Longitude
Bolivia,2018,34.96,47.31,1.51,-17.05686951,-64.9912262
Bolivia,2019,35.07,47.11,1.2,-17.05686951,-64.9912262
Bolivia,2020,35.09,46.92,1.52,-17.05686951,-64.9912262
Bolivia,2021,35.19,46.73,1.67,-17.05686951,-64.9912262
Bosnia and Herzegovina,1992,42.97,42.78,3.4,44.16830444,17.78519249
Bosnia and Herzegovina,1993,42.77,42.59,3.26,44.16830444,17.78519249
Bosnia and Herzegovina,1994,42.58,42.4,3.48,44.16830444,17.78519249
Bosnia and Herzegovina,1995,42.48,42.2,3.41,44.16830444,17.78519249
Bosnia and Herzegovina,1996,42.38,42.01,3.01,44.16830444,17.78519249
Bosnia and Herzegovina,1997,42.29,41.82,3.02,44.16830444,17.78519249
Bosnia and Herzegovina,1998,42.19,41.63,3.21,44.16830444,17.78519249
Bosnia and Herzegovina,1999,41.11,41.44,2.72,44.16830444,17.78519249
Bosnia and Herzegovina,2000,41.6,41.24,3.23,44.16830444,17.78519249
Bosnia and Herzegovina,2001,41.52,41.23,2.43,44.16830444,17.78519249
Bosnia and Herzegovina,2002,41.46,41.21,3.0,44.16830444,17.78519249
Bosnia and Herzegovina,2003,42.36,41.19,2.26,44.16830444,17.78519249
Bosnia and Herzegovina,2004,42.37,41.17,3.67,44.16830444,17.78519249
Bosnia and Herzegovina,2005,42.13,41.16,3.06,44.16830444,17.78519249
Bosnia and Herzegovina,2006,42.17,41.14,3.17,44.16830444,17.78519249
Bosnia and Herzegovina,2007,41.97,41.12,3.48,44.16830444,17.78519249
Bosnia and Herzegovina,2008,41.6,41.1,3.74,44.16830444,17.78519249
Bosnia and Herzegovina,2009,41.56,41.09,3.78,44.16830444,17.78519249
Bosnia and Herzegovina,2010,41.88,41.07,2.66,44.16830444,17.78519249
Bosnia and Herzegovina,2011,42.01,41.29,3.6,44.16830444,17.78519249
Bosnia and Herzegovina,2012,42.11,41.52,3.71,44.16830444,17.78519249
Bosnia and Herzegovina,2013,42.21,41.75,3.92,44.16830444,17.78519249
Bosnia and Herzegovina,2014,42.13,41.97,2.86,44.16830444,17.78519249
Bosnia and Herzegovina,2015,42.5,42.2,3.53,44.16830444,17.78519249
Bosnia and Herzegovina,2016,43.14,42.51,4.29,44.16830444,17.78519249
Bosnia and Herzegovina,2017,43.52,42.73,4.17,44.16830444,17.78519249
Bosnia and Herzegovina,2018,43.18,42.73,4.02,44.16830444,17.78519249
Bosnia and Herzegovina,2019,43.28,42.73,3.84,44.16830444,17.78519249
Bosnia and Herzegovina,2020,43.79,42.73,4.6,44.16830444,17.78519249
Bosnia and Herzegovina,2021,44.2,42.73,4.79,44.16830444,17.78519249
Botswana,1990,45.91,33.18,2.62,-23.16817856,24.59287453
Botswana,1991,45.7,32.97,2.23,-23.16817856,24.59287453
Botswana,1992,45.61,32.76,2.15,-23.16817856,24.59287453
Botswana,1993,45.79,32.55,2.07,-23.16817856,24.59287453
Botswana,1994,45.87,32.34,1.99,-23.16817856,24.59287453
Botswana,1995,45.78,32.14,1.91,-23.16817856,24.59287453
Botswana,1996,45.78,31.93,1.89,-23.16817856,24.59287453
Botswana,1997,45.7,31.72,1.72,-23.16817856,24.59287453
Botswana,1998,45.58,31.51,1.67,-23.16817856,24.59287453
Botswana,1999,45.6,31.3,1.63,-23.16817856,24.59287453
Botswana,2000,45.79,31.09,1.59,-23.16817856,24.59287453
Botswana,2001,45.53,30.88,1.57,-23.16817856,24.59287453
Botswana,2002,45.61,30.67,1.45,-23.16817856,24.59287453
Botswana,2003,45.52,30.47,1.37,-23.16817856,24.59287453
Botswana,2004,45.57,30.26,1.27,-23.16817856,24.59287453
Botswana,2005,45.55,30.05,1.16,-23.16817856,24.59287453
Botswana,2006,45.53,29.84,1.05,-23.16817856,24.59287453
Botswana,2007,45.5,29.63,0.9,-23.16817856,24.59287453
Botswana,2008,45.67,29.42,0.8,-23.16817856,24.59287453
Botswana,2018,45.63,27.33,1.33,-23.16817856,24.59287453
Botswana,2019,45.63,27.13,0.61,-23.16817856,24.59287453
Botswana,2020,45.63,26.92,1.36,-23.16817856,24.59287453
Botswana,2021,45.63,26.71,1.5,-23.16817856,24.59287453
Brazil,1990,28.1,70.46,1.15,-10.33333302,-53.20000076
Brazil,1991,27.93,70.01,1.42,-10.33333302,-53.20000076
Brazil,1992,27.76,69.55,1.43,-10.33333302,-53.20000076
Brazil,1993,27.59,69.1,1.48,-10.33333302,-53.20000076
Brazil,1994,27.42,68.65,1.55,-10.33333302,-53.20000076
Brazil,1995,27.26,68.2,1.54,-10.33333302,-53.20000076
Brazil,1996,27.27,67.74,1.83,-10.33333302,-53.20000076
Brazil,1997,27.28,67.29,1.64,-10.33333302,-53.20000076
Brazil,1998,27.29,66.84,1.61,-10.33333302,-53.20000076
Brazil,1999,27.31,66.39,1.97,-10.33333302,-53.20000076
Brazil,2000,27.32,65.93,1.52,-10.33333302,-53.20000076
Brazil,2001,27.33,65.46,1.95,-10.33333302,-53.20000076
Brazil,2002,27.34,64.99,1.48,-10.33333302,-53.20000076
Brazil,2003,27.35,64.52,2.4,-10.33333302,-53.20000076
Brazil,2004,27.37,64.04,2.07,-10.33333302,-53.20000076
Brazil,2005,27.38,63.57,1.97,-10.33333302,-53.20000076
Brazil,2006,27.39,63.1,1.59,-10.33333302,-53.20000076
Brazil,2007,27.48,62.63,2.22,-10.33333302,-53.20000076
Brazil,2008,27.57,62.15,2.55,-10.33333302,-53.20000076
Brazil,2009,27.65,61.68,2.08,-10.33333302,-53.20000076
Brazil,2010,27.74,61.21,2.83,-10.33333302,-53.20000076
Brazil,2011,27.82,61.02,2.66,-10.33333302,-53.20000076
Brazil,2012,27.91,60.84,2.31,-10.33333302,-53.20000076
Brazil,2013,28.0,60.66,2.75,-10.33333302,-53.20000076
Brazil,2014,28.08,60.47,2.21,-10.33333302,-53.20000076
Brazil,2015,28.17,60.29,2.23,-10.33333302,-53.20000076
Brazil,2016,28.25,60.07,3.16,-10.33333302,-53.20000076
Brazil,2017,28.34,59.83,2.28,-10.33333302,-53.20000076
Brazil,2018,28.42,59.71,2.63,-10.33333302,-53.20000076
Brazil,2019,28.49,59.56,2.66,-10.33333302,-53.20000076
Brazil,2020,28.56,59.42,2.61,-10.33333302,-53.20000076
Brazil,2021,28.64,59.27,2.86,-10.33333302,-53.20000076
Bulgaria,1990,55.67,30.07,4.55,42.75815964,25.23507118
Bulgaria,1991,55.69,30.12,3.75,42.75815964,25.23507118
Bulgaria,1992,55.63,30.16,3.11,42.75815964,25.23507118
Bulgaria,1993,55.33,30.2,2.86,42.75815964,25.23507118
Bulgaria,1994,55.67,30.25,2.84,42.75815964,25.23507118
Bulgaria,1995,55.72,30.29,2.91,42.75815964,25.23507118
Bulgaria,1996,55.72,30.33,1.88,42.75815964,25.23507118
Bulgaria,1997,56.07,30.38,2.95,42.75815964,25.23507118
Bulgaria,1998,51.03,30.42,2.81,42.75815964,25.23507118
Bulgaria,1999,51.33,30.46,2.74,42.75815964,25.23507118
Bulgaria,2000,50.46,30.51,2.84,42.75815964,25.23507118
Bulgaria,2001,49.7,30.83,3.01,42.75815964,25.23507118
Bulgaria,2002,48.94,31.69,3.01,42.75815964,25.23507118
Bulgaria,2003,48.97,32.03,2.38,42.75815964,25.23507118
Bulgaria,2004,49.01,32.36,3.81,42.75815964,25.23507118
Bulgaria,2005,48.46,32.73,3.16,42.75815964,25.23507118
Bulgaria,2006,47.78,33.07,3.4,42.75815964,25.23507118
Bulgaria,2007,47.1,33.41,2.2,42.75815964,25.23507118
Bulgaria,2008,46.97,33.74,4.17,42.75815964,25.23507118
Bulgaria,2009,46.33,34.09,3.19,42.75815964,25.23507118
Bulgaria,2010,46.54,34.42,3.62,42.75815964,25.23507118
Bulgaria,2011,46.87,34.6,3.92,42.75815964,25.23507118
Bulgaria,2012,47.19,34.78,3.76,42.75815964,25.23507118
Bulgaria,2013,46.01,34.95,4.19,42.75815964,25.23507118
Bulgaria,2014,45.85,35.13,4.22,42.75815964,25.23507118
Bulgaria,2015,46.17,35.31,4.53,42.75815964,25.23507118
Bulgaria,2016,46.25,35.38,4.75,42.75815964,25.23507118
Bulgaria,2017,46.33,35.5,5.36,42.75815964,25.23507118
Bulgaria,2018,46.33,35.62,4.91,42.75815964,25.23507118
Bulgaria,2019,46.4,35.74,5.27,42.75815964,25.23507118
Bulgaria,2020,46.49,35.86,4.04,42.75815964,25.23507118
Bulgaria,2021,46.49,35.98,6.09,42.75815964,25.23507118
Burundi,1990,81.07,10.77,0.75,-3.42644906,29.93245125
Burundi,1991,80.88,10.44,0.73,-3.42644906,29.93245125
Burundi,1992,81.07,10.12,0.71,-3.42644906,29.93245125
Burundi,1993,80.88,9.8,0.78,-3.42644906,29.93245125
Burundi,1994,80.72,9.48,0.88,-3.42644906,29.93245125
Burundi,1995,79.32,9.16,0.74,-3.42644906,29.93245125
Burundi,1996,77.61,8.84,0.78,-3.42644906,29.93245125
Burundi,1997,76.01,8.52,0.78,-3.42644906,29.93245125
Burundi,1998,74.49,8.2,0.81,-3.42644906,29.93245125
Burundi,1999,73.48,7.87,0.71,-3.42644906,29.93245125
Burundi,2000,72.7,7.55,0.68,-3.42644906,29.93245125
Burundi,2001,72.08,7.55,0.87,-3.42644906,29.93245125
Burundi,2002,71.42,7.55,0.83,-3.42644906,29.93245125
Burundi,2003,71.38,7.55,0.79,-3.42644906,29.93245125
Burundi,2004,71.96,7.55,0.83,-3.42644906,29.93245125
Burundi,2005,70.83,7.55,0.74,-3.42644906,29.93245125
Burundi,2006,70.95,7.55,0.8,-3.42644906,29.93245125
Burundi,2007,71.07,7.55,0.84,-3.42644906,29.93245125
Burundi,2008,71.18,7.55,0.84,-3.42644906,29.93245125
Burundi,2009,71.3,7.55,0.86,-3.42644906,29.93245125
Burundi,2010,71.38,7.55,0.73,-3.42644906,29.93245125
Burundi,2011,71.69,8.22,0.7,-3.42644906,29.93245125
Burundi,2012,72.43,8.89,0.44,-3.42644906,29.93245125
Burundi,2013,73.48,9.55,0.73,-3.42644906,29.93245125
Burundi,2014,74.53,10.22,0.58,-3.42644906,29.93245125
Burundi,2015,75.58,10.89,0.68,-3.42644906,29.93245125
Burundi,2016,76.64,10.89,0.39,-3.42644906,29.93245125
Burundi,2017,77.69,10.89,0.4,-3.42644906,29.93245125
Burundi,2018,78.74,10.89,1.41,-3.42644906,29.93245125
Burundi,2019,79.79,10.89,0.64,-3.42644906,29.93245125
Burundi,2020,80.84,10.89,0.72,-3.42644906,29.93245125
Burundi,2021,81.89,10.89,0.72,-3.42644906,29.93245125
Cameroon,1990,19.4,47.6,1.5,4.61255217,13.15358067
Cameroon,1991,19.36,47.41,1.3,4.61255217,13.15358067
Cameroon,1992,19.38,47.22,1.31,4.61255217,13.15358067
Cameroon,1993,19.38,47.03,1.31,4.61255217,13.15358067
Cameroon,1994,19.38,46.83,1.31,4.61255217,13.15358067
Cameroon,1995,19.38,46.64,1.32,4.61255217,13.15358067
Cameroon,1996,19.38,46.45,1.33,4.61255217,13.15358067
Cameroon,1997,19.38,46.26,1.33,4.61255217,13.15358067
Cameroon,1998,19.38,46.07,1.33,4.61255217,13.15358067
Cameroon,1999,19.38,45.88,1.34,4.61255217,13.15358067
Cameroon,2000,19.38,45.69,1.34,4.61255217,13.15358067
Cameroon,2001,19.38,45.54,1.34,4.61255217,13.15358067
Cameroon,2002,19.38,45.39,1.34,4.61255217,13.15358067
Cameroon,2003,19.38,45.25,1.34,4.61255217,13.15358067
Cameroon,2004,19.48,45.1,1.34,4.61255217,13.15358067
Cameroon,2005,19.49,44.95,1.34,4.61255217,13.15358067
Cameroon,2006,19.49,44.8,1.34,4.61255217,13.15358067
Cameroon,2007,19.49,44.66,1.34,4.61255217,13.15358067
Cameroon,2008,19.6,44.51,1.35,4.61255217,13.15358067
Cameroon,2009,19.7,44.36,1.35,4.61255217,13.15358067
Cameroon,2010,20.52,44.21,1.38,4.61255217,13.15358067
Cameroon,2011,20.63,44.1,1.4,4.61255217,13.15358067
Cameroon,2012,20.63,43.98,1.23,4.61255217,13.15358067
Cameroon,2013,20.63,43.86,1.29,4.61255217,13.15358067
Cameroon,2014,20.63,43.74,1.33,4.61255217,13.15358067
Cameroon,2015,20.63,43.62,1.33,4.61255217,13.15358067
Cameroon,2016,20.63,43.5,1.33,4.61255217,13.15358067
Cameroon,2017,20.63,43.38,1.34,4.61255217,13.15358067
Cameroon,2018,20.63,43.27,1.34,4.61255217,13.15358067
Cameroon,2019,20.63,43.15,1.34,4.61255217,13.15358067
Cameroon,2020,20.63,43.03,1.34,4.61255217,13.15358067
Cameroon,2021,20.63,42.91,1.34,4.61255217,13.15358067
Canada,1990,6.85,38.85,2.28,62.57421112,-96.60791016
Canada,1991,6.86,38.84,2.26,62.57421112,-96.60791016
Canada,1992,6.86,38.84,2.16,62.57421112,-96.60791016
Canada,1993,6.85,38.83,2.2,62.57421112,-96.60791016
Canada,1994,6.84,38.82,2.13,62.57421112,-96.60791016
Canada,1995,6.83,38.82,2.25,62.57421112,-96.60791016
Canada,1996,6.83,38.81,2.43,62.57421112,-96.60791016
Canada,1997,6.83,38.81,2.13,62.57421112,-96.60791016
Canada,1998,6.83,38.8,2.25,62.57421112,-96.60791016
Canada,1999,6.83,38.8,2.6,62.57421112,-96.60791016
Canada,2000,6.84,38.79,2.44,62.57421112,-96.60791016
Canada,2001,6.84,38.79,1.95,62.57421112,-96.60791016
Canada,2002,6.93,38.78,1.83,62.57421112,-96.60791016
Canada,2003,6.91,38.78,2.26,62.57421112,-96.60791016
Canada,2004,6.89,38.77,2.64,62.57421112,-96.60791016
Canada,2005,6.88,38.77,2.74,62.57421112,-96.60791016
Canada,2006,6.76,38.76,2.61,62.57421112,-96.60791016
Canada,2007,6.69,38.76,2.33,62.57421112,-96.60791016
Canada,2008,6.63,38.75,2.86,62.57421112,-96.60791016
Canada,2009,6.56,38.74,2.79,62.57421112,-96.60791016
Canada,2010,6.5,38.74,2.81,62.57421112,-96.60791016
Canada,2011,6.44,38.73,2.96,62.57421112,-96.60791016
Canada,2012,6.44,38.73,2.87,62.57421112,-96.60791016
Canada,2013,6.45,38.73,3.6,62.57421112,-96.60791016
Canada,2014,6.46,38.72,3.08,62.57421112,-96.60791016
Canada,2015,6.47,38.72,2.89,62.57421112,-96.60791016
Canada,2016,6.47,38.71,3.58,62.57421112,-96.60791016
Canada,2017,6.45,38.71,3.38,62.57421112,-96.60791016
Canada,2018,6.46,38.7,3.27,62.57421112,-96.60791016
Canada,2019,6.43,38.7,3.38,62.57421112,-96.60791016
Canada,2020,6.37,38.7,3.54,62.57421112,-96.60791016
Canada,2021,6.48,39.47,2.41,62.57421112,-96.60791016
Chad,1990,38.36,5.34,1.5,15.61341381,19.01561737
Chad,1991,38.4,5.31,1.38,15.61341381,19.01561737
Chad,1992,38.41,5.28,2.12,15.61341381,19.01561737
Chad,1993,38.44,5.25,2.14,15.61341381,19.01561737
Chad,1994,38.45,5.22,2.23,15.61341381,19.01561737
Chad,1995,38.48,5.19,1.0,15.61341381,19.01561737
Chad,1996,38.46,5.17,2.25,15.61341381,19.01561737
Chad,1997,38.62,5.14,3.0,15.61341381,19.01561737
Chad,1998,38.62,5.11,2.02,15.61341381,19.01561737
Chad,1999,38.62,5.08,1.43,15.61341381,19.01561737
Chad,2000,38.62,5.05,1.43,15.61341381,19.01561737
Chad,2001,38.7,4.98,1.49,15.61341381,19.01561737
Chad,2002,38.7,4.91,2.0,15.61341381,19.01561737
Chad,2003,38.78,4.85,1.44,15.61341381,19.01561737
Chad,2005,38.86,4.72,1.5,15.61341381,19.01561737
Chad,2006,38.86,4.65,1.0,15.61341381,19.01561737
Chad,2007,38.86,4.59,1.87,15.61341381,19.01561737
Chad,2008,38.86,4.52,1.8,15.61341381,19.01561737
Chad,2009,38.94,4.46,2.0,15.61341381,19.01561737
Chad,2010,39.1,4.39,2.5,15.61341381,19.01561737
Chad,2011,39.18,4.29,0.49,15.61341381,19.01561737
Chad,2012,39.46,4.19,2.5,15.61341381,19.01561737
Chad,2013,39.74,4.09,2.64,15.61341381,19.01561737
Chad,2014,39.9,3.99,1.3,15.61341381,19.01561737
Chad,2015,39.9,3.88,1.4,15.61341381,19.01561737
Chad,2016,39.98,3.79,2.0,15.61341381,19.01561737
Chad,2017,39.98,3.69,1.97,15.61341381,19.01561737
Chad,2018,39.98,3.6,2.24,15.61341381,19.01561737
Chad,2019,39.98,3.51,1.87,15.61341381,19.01561737
Chad,2020,39.98,3.43,1.81,15.61341381,19.01561737
Chad,2021,39.98,3.34,1.92,15.61341381,19.01561737
Chile,1990,21.38,20.5,2.95,-31.76133728,-71.31877136
Chile,1991,21.24,20.58,3.41,-31.76133728,-71.31877136
Chile,1992,20.92,20.66,3.38,-31.76133728,-71.31877136
Chile,1993,20.82,20.74,3.35,-31.76133728,-71.31877136
Chile,1994,20.78,20.81,3.52,-31.76133728,-71.31877136
Chile,1995,20.62,20.89,3.55,-31.76133728,-71.31877136
Chile,1996,20.49,20.97,3.33,-31.76133728,-71.31877136
Chile,1997,20.47,21.04,4.02,-31.76133728,-71.31877136
Chile,1998,20.47,21.12,4.38,-31.76133728,-71.31877136
Chile,1999,20.25,21.2,3.53,-31.76133728,-71.31877136
Chile,2000,20.32,21.27,3.81,-31.76133728,-71.31877136
Chile,2001,20.38,21.4,4.3,-31.76133728,-71.31877136
Chile,2002,20.93,21.52,4.27,-31.76133728,-71.31877136
Chile,2003,20.75,21.64,4.32,-31.76133728,-71.31877136
Chile,2004,21.43,21.76,4.57,-31.76133728,-71.31877136
Chile,2005,21.36,21.88,4.41,-31.76133728,-71.31877136
Chile,2006,21.25,22.01,4.46,-31.76133728,-71.31877136
Chile,2007,21.16,22.13,4.79,-31.76133728,-71.31877136
Chile,2008,20.67,22.25,4.57,-31.76133728,-71.31877136
Chile,2009,20.17,22.37,4.08,-31.76133728,-71.31877136
Chile,2010,19.68,22.49,5.77,-31.76133728,-71.31877136
Chile,2011,19.19,22.73,5.81,-31.76133728,-71.31877136
Chile,2012,18.69,22.96,4.95,-31.76133728,-71.31877136
Chile,2013,18.2,23.2,5.81,-31.76133728,-71.31877136
Chile,2014,17.71,23.43,5.33,-31.76133728,-71.31877136
Chile,2015,17.21,23.67,5.63,-31.76133728,-71.31877136
Chile,2016,16.72,23.83,6.07,-31.76133728,-71.31877136
Chile,2017,16.23,24.0,6.0,-31.76133728,-71.31877136
Chile,2018,15.73,24.16,6.21,-31.76133728,-71.31877136
Chile,2019,15.24,24.33,6.29,-31.76133728,-71.31877136
Chile,2020,14.75,24.49,6.0,-31.76133728,-71.31877136
Chile,2021,14.25,24.66,5.98,-31.76133728,-71.31877136
China,1990,53.86,16.74,3.19,36.55937195,103.7533493
China,1991,54.47,16.95,3.1,36.55937195,103.7533493
China,1992,54.78,17.16,3.33,36.55937195,103.7533493
China,1993,55.2,17.37,3.52,36.55937195,103.7533493
China,1994,55.69,17.58,3.43,36.55937195,103.7533493
China,1995,55.69,17.8,3.54,36.55937195,103.7533493
China,1996,55.69,18.01,3.73,36.55937195,103.7533493
China,1997,55.69,18.22,4.1,36.55937195,103.7533493
China,1998,55.69,18.43,3.69,36.55937195,103.7533493
China,1999,55.69,18.64,3.95,36.55937195,103.7533493
China,2000,55.69,18.85,3.74,36.55937195,103.7533493
China,2001,55.76,19.1,3.81,36.55937195,103.7533493
China,2002,55.82,19.36,3.78,36.55937195,103.7533493
China,2003,55.88,19.61,3.93,36.55937195,103.7533493
China,2004,55.95,19.86,4.25,36.55937195,103.7533493
China,2005,56.01,20.11,4.28,36.55937195,103.7533493
China,2006,56.07,20.36,4.59,36.55937195,103.7533493
China,2007,56.14,20.61,4.61,36.55937195,103.7533493
China,2008,56.2,20.87,4.76,36.55937195,103.7533493
China,2009,56.26,21.12,4.74,36.55937195,103.7533493
China,2010,56.18,21.37,4.75,36.55937195,103.7533493
China,2011,56.1,21.57,4.84,36.55937195,103.7533493
China,2012,56.02,21.78,4.99,36.55937195,103.7533493
China,2013,55.94,21.99,5.06,36.55937195,103.7533493
China,2014,55.86,22.19,5.24,36.55937195,103.7533493
China,2015,55.78,22.4,5.39,36.55937195,103.7533493
China,2016,55.7,22.63,5.4,36.55937195,103.7533493
China,2017,55.62,22.83,5.48,36.55937195,103.7533493
China,2018,55.54,23.03,5.42,36.55937195,103.7533493
China,2019,55.46,23.23,5.63,36.55937195,103.7533493
China,2020,55.46,23.43,5.74,36.55937195,103.7533493
China,2021,55.46,23.63,5.81,36.55937195,103.7533493
Colombia,1990,40.63,58.55,1.85,4.09991693,-72.90881348
Colombia,1991,40.45,58.35,1.99,4.09991693,-72.90881348
Colombia,1992,40.54,58.15,1.75,4.09991693,-72.90881348
Colombia,1993,40.47,57.95,1.88,4.09991693,-72.90881348
Colombia,1994,40.44,57.75,2.05,4.09991693,-72.90881348
Colombia,1995,40.12,57.55,2.12,4.09991693,-72.90881348
Colombia,1996,40.49,57.35,2.18,4.09991693,-72.90881348
Colombia,1997,40.63,57.14,2.12,4.09991693,-72.90881348
Colombia,1998,41.05,56.94,2.05,4.09991693,-72.90881348
Colombia,1999,41.16,56.74,2.15,4.09991693,-72.90881348
Colombia,2000,40.43,56.54,1.6,4.09991693,-72.90881348
Colombia,2001,37.63,56.37,1.51,4.09991693,-72.90881348
Colombia,2002,37.5,56.2,1.74,4.09991693,-72.90881348
Colombia,2003,37.9,56.02,1.95,4.09991693,-72.90881348
Colombia,2004,38.21,55.85,1.89,4.09991693,-72.90881348
Colombia,2005,38.36,55.68,2.34,4.09991693,-72.90881348
Colombia,2006,38.01,55.5,1.55,4.09991693,-72.90881348
Colombia,2007,38.25,55.33,1.87,4.09991693,-72.90881348
Colombia,2008,38.41,55.15,1.82,4.09991693,-72.90881348
Colombia,2009,38.34,54.98,1.69,4.09991693,-72.90881348
Colombia,2010,38.31,54.81,1.77,4.09991693,-72.90881348
Colombia,2011,37.6,54.69,1.6,4.09991693,-72.90881348
Colombia,2012,38.41,54.56,1.52,4.09991693,-72.90881348
Colombia,2013,40.39,54.44,1.69,4.09991693,-72.90881348
Colombia,2014,40.38,54.32,1.48,4.09991693,-72.90881348
Colombia,2015,40.36,54.2,1.85,4.09991693,-72.90881348
Colombia,2016,40.35,54.04,1.59,4.09991693,-72.90881348
Colombia,2017,39.2,53.84,2.09,4.09991693,-72.90881348
Colombia,2018,39.7,53.66,1.89,4.09991693,-72.90881348
Colombia,2019,39.98,53.48,2.08,4.09991693,-72.90881348
Colombia,2020,39.7,53.31,2.48,4.09991693,-72.90881348
Colombia,2021,38.5,53.13,2.68,4.09991693,-72.90881348
Croatia,1992,43.0,33.21,3.9,45.14022446,16.4281292
Croatia,1993,40.64,33.28,4.19,45.14022446,16.4281292
Croatia,1994,41.35,33.34,3.78,45.14022446,16.4281292
Croatia,1995,41.71,33.4,3.86,45.14022446,16.4281292
Croatia,1996,34.57,33.42,3.69,45.14022446,16.4281292
Croatia,1997,34.67,33.49,4.0,45.14022446,16.4281292
Croatia,1998,36.63,33.59,4.22,45.14022446,16.4281292
Croatia,1999,36.34,33.65,3.3,45.14022446,16.4281292
Croatia,2000,20.91,33.71,4.75,45.14022446,16.4281292
Croatia,2001,21.07,33.78,4.4,45.14022446,16.4281292
Croatia,2002,21.12,33.84,4.59,45.14022446,16.4281292
Croatia,2003,21.37,33.87,3.22,45.14022446,16.4281292
Croatia,2004,21.01,33.93,4.93,45.14022446,16.4281292
Croatia,2005,21.64,34.0,4.11,45.14022446,16.4281292
Croatia,2006,21.98,34.06,4.58,45.14022446,16.4281292
Croatia,2007,21.48,34.12,4.64,45.14022446,16.4281292
Croatia,2008,23.03,34.18,5.48,45.14022446,16.4281292
Croatia,2009,23.22,34.25,5.19,45.14022446,16.4281292
Croatia,2010,23.83,34.31,4.04,45.14022446,16.4281292
Croatia,2011,23.7,34.31,5.22,45.14022446,16.4281292
Croatia,2012,23.78,34.32,5.35,45.14022446,16.4281292
Croatia,2013,28.01,34.33,4.88,45.14022446,16.4281292
Croatia,2014,26.95,34.34,4.16,45.14022446,16.4281292
Croatia,2015,27.47,34.34,5.38,45.14022446,16.4281292
Croatia,2016,27.62,34.38,5.65,45.14022446,16.4281292
Croatia,2017,26.75,34.52,5.81,45.14022446,16.4281292
Croatia,2018,26.52,34.56,5.44,45.14022446,16.4281292
Croatia,2019,26.87,34.6,5.61,45.14022446,16.4281292
Croatia,2020,26.89,34.65,5.87,45.14022446,16.4281292
Cyprus,1990,17.38,17.44,2.04,34.98230362,33.14513016
Cyprus,1991,17.23,17.55,1.14,34.98230362,33.14513016
Cyprus,1992,17.27,17.66,2.1,34.98230362,33.14513016
Cyprus,1993,17.18,17.78,2.34,34.98230362,33.14513016
Cyprus,1994,15.52,17.89,2.42,34.98230362,33.14513016
Cyprus,1995,15.49,18.0,3.01,34.98230362,33.14513016
Cyprus,1996,15.5,18.12,3.51,34.98230362,33.14513016
Cyprus,1997,15.39,18.23,2.19,34.98230362,33.14513016
Cyprus,1998,15.61,18.35,1.98,34.98230362,33.14513016
Cyprus,1999,15.61,18.46,2.12,34.98230362,33.14513016
Cyprus,2000,15.31,18.57,1.63,34.98230362,33.14513016
Cyprus,2001,15.15,18.59,1.94,34.98230362,33.14513016
Cyprus,2002,15.15,18.6,2.19,34.98230362,33.14513016
Cyprus,2003,16.67,18.61,1.98,34.98230362,33.14513016
Cyprus,2004,16.88,18.63,1.33,34.98230362,33.14513016
Cyprus,2005,18.07,18.64,1.76,34.98230362,33.14513016
Cyprus,2006,16.99,18.65,1.4,34.98230362,33.14513016
Cyprus,2007,15.93,18.67,2.03,34.98230362,33.14513016
Cyprus,2008,12.51,18.68,0.5,34.98230362,33.14513016
Cyprus,2009,13.81,18.69,2.55,34.98230362,33.14513016
Cyprus,2010,12.39,18.71,2.41,34.98230362,33.14513016
Cyprus,2011,12.59,18.7,2.24,34.98230362,33.14513016
Cyprus,2012,12.65,18.7,2.68,34.98230362,33.14513016
Cyprus,2013,11.78,18.7,2.19,34.98230362,33.14513016
Cyprus,2014,11.79,18.69,0.72,34.98230362,33.14513016
Cyprus,2015,13.71,18.69,2.95,34.98230362,33.14513016
Cyprus,2016,11.84,18.68,0.82,34.98230362,33.14513016
Cyprus,2017,13.14,18.68,1.91,34.98230362,33.14513016
Cyprus,2018,14.33,18.68,1.5,34.98230362,33.14513016
Cyprus,2019,13.56,18.67,2.78,34.98230362,33.14513016
Cyprus,2020,13.81,18.67,2.58,34.98230362,33.14513016
Cyprus,2021,13.33,18.67,2.13,34.98230362,33.14513016
Czechia,1993,55.42,34.06,4.23,49.73923874,15.3317976
Czechia,1994,55.44,34.07,4.58,49.73923874,15.3317976
Czechia,1995,55.39,34.08,4.6,49.73923874,15.3317976
Czechia,1996,55.39,34.09,4.67,49.73923874,15.3317976
Czechia,1997,55.39,34.1,4.41,49.73923874,15.3317976
Czechia,1998,55.44,34.11,4.21,49.73923874,15.3317976
Czechia,1999,55.42,34.12,4.65,49.73923874,15.3317976
Czechia,2000,55.39,34.13,4.21,49.73923874,15.3317976
Czechia,2001,55.36,34.16,4.85,49.73923874,15.3317976
Czechia,2002,47.26,34.18,4.56,49.73923874,15.3317976
Czechia,2003,47.48,34.21,4.07,49.73923874,15.3317976
Czechia,2004,47.0,34.24,5.84,49.73923874,15.3317976
Czechia,2005,46.67,34.27,5.05,49.73923874,15.3317976
Czechia,2006,46.16,34.3,4.49,49.73923874,15.3317976
Czechia,2007,46.56,34.32,4.86,49.73923874,15.3317976
Czechia,2008,46.24,34.35,5.77,49.73923874,15.3317976
Czechia,2009,45.91,34.38,5.24,49.73923874,15.3317976
